F_0,F_1,F_2,Points_Magnitude
118.0691554294,-103.5736470440,-85.5504004542,1.5651693344
156.4641317618,52.1103306257,-85.6592887540,1.4531141520
4.7454877786,-0.0595883640,-85.7282351112,0.1549285948
-49.8504837614,-0.0076153970,-85.8355769631,1.1836980581
-65.6501667017,-0.0113606728,-86.0251495024,1.2380131483
-22.9890434667,-0.3951786483,-86.0387756793,0.1093807817
29.7759045572,-0.0083148893,-86.0618591293,1.1707578897
-25.0722050771,-0.0389649972,-86.1148568128,0.1029476225
-162.8092035938,-139.3073809185,-86.1790810500,1.5908216238
-23.0947721762,-0.0182268444,-86.3358247344,1.1589304209
-2.7616104601,-0.0492870425,-86.3478093163,0.1471402049
-43.6931488486,37.1200278237,-86.3726341655,1.4603275061
114.3085754784,-0.0060734694,-86.5355885715,1.3208270073
135.6166701584,51.9349485594,-86.5592284095,1.4642753601
-7.5810506903,-0.0011055070,-86.6382303279,0.1397668719
-171.7817892965,15.5024151527,-86.7306824123,1.3614096642
-143.9182597235,41.5313423944,-86.7811306750,1.4172159433
42.6818361311,-61.5237428639,-86.7891869072,1.5494580269
-13.1306676103,0.9844978654,-86.8260404229,0.1254073977
204.1682032175,24.3874622932,-87.0922006718,1.4056233168
212.4384578962,33.4538366065,-87.1670584264,1.4155739546
-145.4400363170,48.7365336098,-87.2141439722,1.4268147945
-6.8321486102,0.4124638175,-87.2278747582,0.1324738860
-174.7022610811,26.6253707676,-87.2327590010,1.3847477436
-96.4357868731,-0.1052634313,-87.2542670043,1.2927949429
141.6657640162,-121.9608938580,-87.3581785797,1.5695220232
-49.3424667529,-65.9258056463,-87.4949780638,1.5646011829
24.4950128355,-0.0182990792,-87.5456954899,1.1697260141
53.0418248097,-0.0005424399,-87.5571700569,1.2032363415
-66.2094634862,-0.0094464410,-87.6151150507,1.2517665625
-77.3279401447,-0.0033893813,-87.6388277070,1.2789878845
-161.5468562250,34.8328739723,-87.7101712298,1.3987196684
17.0041625488,-56.8084021924,-87.7553888535,1.5522457361
18.9106271937,-0.0141861927,-87.7994286798,1.1679160595
182.0137625230,12.7472557451,-88.2233214845,1.3877357244
-67.4063219858,-0.0109668553,-88.3128130304,1.2654647827
-44.1483253658,-64.3496455680,-88.3412083448,1.5616979599
-18.8295455928,-0.0377446710,-88.4912510488,1.1598607302
41.5840010227,-0.0109151487,-88.5264759208,1.1870814562
125.7693785328,53.7441848524,-88.5396226175,1.4680668116
-119.0240698026,-0.0689168465,-88.6410620565,1.3067718744
63.2537290886,-72.1645762428,-88.8537798049,1.5603911877
-23.9636403041,-0.6347420666,-89.0419458557,0.1167139560
-34.8876597391,-0.0001011462,-89.0500957576,1.1715873480
-165.8949074056,36.5144737531,-89.1820083304,1.4031238556
161.3963485877,1.8204812365,-89.2566753814,1.3634722233
-59.0499575563,-0.0167228285,-89.4547631122,1.2109589577
42.3165792479,-65.2615567741,-89.9245110007,1.5552964211
-45.3719163092,-0.0000591042,-89.9618899007,1.1842012405
149.1702602806,-130.1844226918,-90.0111677429,1.5751416683
-168.4061055675,11.8232481667,-90.0672880611,1.3589962721
73.0383144578,-0.0041767157,-90.1613054689,1.2737332582
-61.2358318344,-0.0195810761,-90.4261465943,1.2246453762
122.6923920172,58.5408715638,-90.4560692728,1.4803321362
48.9993032908,-0.0001657198,-90.5101179749,1.2018543482
-91.5707598885,-0.0691425491,-90.5416554587,1.2926263809
-52.7227370482,-0.0098581718,-90.8762566269,1.1974201202
238.1711510081,-219.7476859044,-91.0331455781,1.6067752838
-198.9840560839,-175.6528487880,-91.0488687966,1.6010224819
161.9734887685,-140.3445959577,-91.0497505613,1.5825766325
57.5249039526,-0.0002279393,-91.0509955187,1.2169383764
-281.9348036496,-269.4158997903,-91.1354930407,1.6283215284
-171.2133316976,29.3281950861,-91.2306834469,1.3884500265
-134.5509367497,-0.0030366917,-91.2737903452,1.3206635714
114.2611075245,55.7205566499,-91.3978832855,1.4762909412
-29.2857155248,-0.0096161826,-91.5425126452,1.1721023321
-69.3041251749,0.0014952249,-91.6927877516,1.2791486979
-98.1189402708,50.6878402764,-91.8214103377,1.4545218945
206.3860884312,53.5508187217,-92.0008270531,1.4416993856
36.8595829959,-0.0111085321,-92.0486888692,1.1853367090
-43.4167628118,-66.8693830775,-92.0852019130,1.5688998699
-153.9274875422,36.4037067098,-92.2357954029,1.4041692019
49.1517537013,-69.0227908773,-92.2460681306,1.5575281382
37.5673460101,38.1388261517,-92.7148877230,1.4672802687
96.2375542570,-0.0111629165,-92.7995109217,1.3040313721
84.0669885369,-84.9303849298,-92.8523025574,1.5655113459
-62.9622286529,-0.0201171987,-93.0872961880,1.2520978451
142.5439090442,-0.0000759149,-93.0998192669,1.3493251801
-94.9943622713,50.6990147176,-93.1233372554,1.4587755203
13.5103221205,39.6882969745,-93.1997294288,1.4782260656
-25.0819918057,-0.0186770909,-93.6963780379,1.1726205349
-61.7598498727,-0.0177297675,-93.7576488212,1.2384095192
-132.1359171826,57.1138884396,-93.9327417239,1.4462341070
-79.5698593600,0.0020932533,-94.0421221638,1.2926604748
175.2154736303,-150.9632775985,-94.0437852067,1.5882489681
42.3667273952,-68.2891638543,-94.1705506293,1.5629605055
32.6372662366,-0.0098967619,-94.2034234168,1.1843105555
-88.8117024503,-87.5094519519,-94.2978499913,1.5746201277
187.5070919466,55.2637444152,-94.3368945395,1.4456095695
37.7704454274,-66.7597707920,-94.4911290528,1.5572426319
291.6445404196,-280.7467856625,-94.5214176259,1.6291482449
-54.8208389340,-0.0082046966,-94.5912620350,1.2111425400
94.2114124639,52.0117984473,-94.6025572798,1.4787033796
121.2616393833,-0.3285379044,-94.8409257882,1.3340244293
-52.2977844720,40.9290018420,-94.9141137518,1.4597848654
107.8053803258,55.6726457197,-94.9786786313,1.4796109200
50.9627864832,0.0002592794,-95.3351047709,1.2151924372
-7.4362466105,39.3145812838,-95.3497321568,1.4738513231
43.4725433941,0.0003014962,-95.4230000728,1.2004251480
-62.8257815424,-0.0179721123,-95.5804873406,1.2658520937
57.9584826580,-0.0000895806,-95.6737862157,1.2302451134
99.3229880219,53.1360208852,-95.6918910063,1.4749735594
-147.4101035823,2.2181892090,-95.7134000530,1.3340036869
185.4850433132,16.9658707769,-95.7727913644,1.3917222023
11.2880036225,-0.0020886613,-95.9814600117,1.1795675755
26.9344577580,-0.0192654908,-96.1860837040,1.1832888126
-13.0494046960,-63.0312436994,-96.2074834840,1.5608946085
-40.6028118396,-68.2197452107,-96.3240573899,1.5629624128
-47.1444967647,-0.0000314311,-96.3447954663,1.1979907751
17.4909591990,-64.2010867800,-96.3628062232,1.5578883886
-36.0978071112,-0.0001991025,-96.4271653586,1.1853827238
-73.5939533229,0.0099710125,-96.4401021795,1.2927881479
-111.0416368138,-0.1092800192,-96.4478795618,1.3065301180
19.5113509380,-0.0105770577,-96.4629180643,1.1812839508
-144.6623516431,38.5159168770,-96.4859342555,1.4151765108
11.0452729390,-63.3571407941,-96.5325894894,1.5591726303
61.0119856422,-0.0002514132,-96.5704929068,1.2439535856
208.9975871442,37.8538132255,-96.5958751934,1.4192813635
2.1205300087,39.9504541086,-96.6420681695,1.4753834009
172.8267951826,7.1836767919,-96.6520644558,1.3774485588
-92.7420202180,50.1928854906,-96.7922926572,1.4546871185
-19.5682387463,-0.0502610424,-96.9750864499,1.1736607552
-56.1963078690,-0.0105441538,-97.0653028082,1.2248657942
34.7084600809,39.6783607124,-97.0743954486,1.4702626467
94.5982009969,50.4121014097,-97.0826211120,1.4692999125
189.9541549813,23.6784472277,-97.2500003327,1.4048863649
-65.8198778556,-0.0066587681,-97.4503064796,1.2794727087
-175.7432652262,29.2049782652,-97.6080480701,1.3872987032
2.3852409542,-0.0007335969,-97.8065660969,1.1776996851
209.1367106030,-196.0248771668,-98.2103877055,1.6007931232
-148.0584689990,-133.6791108296,-98.2281669755,1.5876377821
2.6600559122,-64.1640494090,-98.2981980167,1.5603054762
-133.1866947436,-0.0427651902,-98.3186606466,1.3205289841
39.3594076031,0.0000144944,-98.3323367288,1.1988809109
53.2715754316,0.0001715747,-98.3412251869,1.2288932800
216.7850353312,47.4324395582,-98.3532296073,1.4321765900
-78.2355928573,47.5773093282,-98.3971451214,1.4538797140
-72.5341531740,47.0389821363,-98.4275566274,1.4560623169
-31.5761694709,-0.0104520173,-98.5510177352,1.1857995987
79.8446931323,-0.0039110725,-98.5784614649,1.3007223606
-4.5858573272,-64.4692256455,-98.6347819946,1.5608209372
46.3816875259,-0.0123160524,-98.7134731800,1.2141377926
-149.6897752249,35.4522233181,-98.7482654195,1.4046374559
-151.7592389771,58.9422985228,-98.7884520843,1.4419680834
-57.1987162847,-0.0085289653,-98.9002194094,1.2385894060
-22.0753907782,-64.2625918473,-98.9733267880,1.5554515123
-122.4423151139,55.6306570387,-99.0634845980,1.4460728168
200.8122946006,-182.2120769529,-99.0925199638,1.5956059694
62.7593897238,0.0002099597,-99.3344463551,1.2709895372
-66.6715684656,46.3183736970,-99.3498934297,1.4603586197
60.1909507773,0.0005003022,-99.3586048624,1.2572753429
-21.7699209243,-66.2252684183,-99.5599086986,1.5605194569
155.1100105607,53.9096802435,-99.6104829883,1.4550971985
-50.2575684170,-0.0000908399,-99.6482743547,1.2116342783
-12.7862631692,-0.0766501918,-99.6553654059,1.1746116877
-86.9065494329,50.3538247032,-99.7356917625,1.4584864378
-5.5593075010,-0.0346675503,-99.7378308360,1.1759853363
60.1561344878,45.6131523629,-99.7801143672,1.4745070934
-57.6496113581,-0.0107681886,-99.7851079370,1.2523138523
-32.8136576671,39.9936717754,-100.0417335386,1.4617687464
104.2510237080,-102.6018697241,-100.0606185252,1.5670039654
51.6640365500,43.4011909821,-100.1449726991,1.4720774889
69.9192606179,46.5881257551,-100.1962194717,1.4668337107
90.5444860672,51.6907097697,-100.2247622155,1.4715976715
89.7527227811,52.6291954965,-100.4482551194,1.4782159328
154.6633580609,1.4820345790,-100.4600090832,1.3622480631
30.9245587119,-69.3925813574,-100.6278224309,1.5593677759
132.5176829891,-0.4567522082,-100.6772803123,1.3477016687
70.9812729937,48.0479710850,-100.6910218004,1.4748905897
35.0111521804,-0.0105761518,-100.9189052553,1.1978675127
-27.0916954454,-0.0212866418,-101.1311060462,1.1863100529
54.1732589918,-0.0002875579,-101.2464410094,1.2422454357
-58.4814602691,-0.0088816979,-101.3316309100,1.2660385370
-74.3152774252,-84.6594729040,-101.3905505415,1.5737363100
70.6361332577,-83.7091377580,-101.7671496242,1.5663092136
-39.9079599263,0.0000566867,-101.8636752670,1.1989936829
61.7281130858,-0.0002347226,-101.8920812808,1.2843251228
-110.4803393248,-105.6125193730,-102.0642291816,1.5765612125
148.3494451497,-135.8546172484,-102.0974101203,1.5784077644
126.8346986030,57.0782030672,-102.2379000261,1.4670332670
40.9154733008,-0.0126566854,-102.2636158532,1.2124322653
76.7633509503,49.5322850725,-102.5539566310,1.4713158607
-61.6286066805,45.1665634320,-102.7035914077,1.4558209181
124.6339153066,-119.2735451048,-102.7685991791,1.5718188286
-141.2326044014,42.5575707056,-102.7714819596,1.4173494577
46.8051318032,0.0000000000,-102.7723847414,1.2274963856
-33.8265534715,-71.1928930065,-102.7948647311,1.5639404058
55.7470462568,0.0001823302,-102.8474672052,1.2559523582
188.6109303331,53.8470841794,-102.8570482948,1.4436866045
65.1099544160,-0.0001687072,-103.0539685546,1.2980449200
65.0708076717,46.6150110307,-103.3986030097,1.4665478468
-50.6116896913,-0.0000507513,-103.4299262420,1.2254235744
-104.1418068629,-0.0564335442,-103.4746307806,1.3058589697
-186.2667850608,21.7206388838,-103.5303786892,1.3751688004
-25.6374457694,-70.2436868809,-103.6471328622,1.5639208555
29.0483299763,-0.0218212905,-103.6533502364,1.1968594790
182.2814920737,15.8073794897,-103.8037934891,1.3909226656
-130.2092096300,-121.5377085808,-103.9217611944,1.5814584494
-59.9995940890,-0.0091054326,-104.0638402369,1.2797541618
-99.7889691375,49.7971526807,-104.1051089026,1.4443869591
-52.5254554217,0.0001005233,-104.1450897740,1.2390702963
-22.2378001287,-0.0440752793,-104.1807141379,1.1872192621
55.9224313329,-0.0000408404,-104.4566808238,1.2693177462
-157.2378511057,55.3103920337,-104.7131266279,1.4311534166
41.8790311459,0.0000000018,-104.7172438696,1.2259855270
183.8406087899,23.5761672097,-104.8444986722,1.4032412767
-146.1328706200,32.6485295157,-104.8540236783,1.3977255821
36.4446990059,-0.0110315708,-104.9092071276,1.2114289999
37.0637353106,41.0831329657,-104.9776782524,1.4615371227
49.3371586299,-0.0125489689,-104.9783445888,1.2412137985
81.4714856890,51.6968552150,-105.0364263251,1.4762107134
22.5656072281,-0.0149798060,-105.0472924541,1.1950904131
85.5938428332,50.5151070971,-105.0578533713,1.4679896832
-33.7128967422,-0.0106995653,-105.0591202662,1.1994968653
-68.9644345213,0.0072855784,-105.1022947434,1.2931772470
57.0137674867,-0.0002468911,-105.1690422317,1.2830300331
200.3313858833,35.0834857518,-105.4453048215,1.4177299738
49.5741433732,43.9846206302,-105.7133410860,1.4664880037
-161.7688289383,32.4160203706,-105.8127670283,1.3898555040
58.0795333287,46.4985154574,-106.4254203983,1.4695006609
110.0853289796,-0.5444724859,-106.4566328092,1.3309075832
-93.9474761263,0.0018678127,-106.5244508122,1.3058753014
-52.1300881361,-0.0000123621,-106.5328352465,1.2528594732
-53.7503562928,-0.0000943374,-106.5732942271,1.2665090561
-41.4064753082,42.9014686597,-106.6291451535,1.4602323771
57.2903702404,-0.0007270767,-107.0038513382,1.2964080572
-135.5753405793,-129.0920263280,-107.0819641741,1.5864332914
37.2581992855,-0.0111931088,-107.1053549173,1.2249945402
169.4021503538,5.8114661790,-107.1488933881,1.3726441860
22.8261120245,-72.5080345183,-107.1712512409,1.5607064962
-28.8153317918,-0.0210466810,-107.4873349860,1.2000029087
-175.6299391795,-160.6447275111,-107.4951747060,1.5999274254
-15.8627278850,-71.8131811876,-107.5050887525,1.5658949614
142.1120553836,57.9661674255,-107.7750447874,1.4634193182
144.8883225544,52.0959382860,-108.0897721908,1.4503288269
-40.5015908757,0.0001461119,-108.1947695701,1.2127891779
65.5985301093,-0.0001282906,-108.2850945249,1.3113838434
43.3113278061,-0.0122347474,-108.3431298051,1.2395454645
49.3521339256,-0.0005825461,-108.4053398685,1.2545862198
-108.6626967063,-0.0086792533,-108.8032222385,1.3053641319
51.1445293664,-0.0025964229,-108.8108014789,1.2683081627
132.7765612955,-129.0216059842,-108.8305336825,1.5773524046
30.6252963520,-0.0215200323,-109.1959234921,1.2104306221
-162.7243026985,6.0761797941,-109.3768032163,1.3472428322
-53.7188664005,-0.0006595963,-109.7863868455,1.2802982330
-147.6680378299,2.2594327594,-109.8760430579,1.3341556787
-49.1234878217,44.8784533746,-109.8997190424,1.4559710026
51.7110465863,-0.0000510724,-110.0152150941,1.2954194546
145.1871514319,1.7389411165,-110.1776187016,1.3608486652
-22.4168072318,-0.0568967790,-110.2516249488,1.2010198832
59.7657773489,-0.0008854255,-110.2522133121,1.3101254702
196.3389455926,32.6856555199,-110.2551760464,1.4132262468
50.2665977919,0.0002059382,-110.4213015427,1.2816928625
-249.9929217312,-234.8192964237,-110.5761963545,1.6218672991
-43.3445650960,-0.0002167274,-110.6379148528,1.2264040709
-35.5617535405,-0.0059001424,-110.6910311796,1.2131966352
-147.1342219770,52.6574039567,-110.7717340178,1.4273051023
32.8224232768,44.6757802980,-110.7985593370,1.4695682526
-144.1879335424,59.7682851883,-110.8582228256,1.4422568083
-84.1336335137,0.0117777470,-111.2465015649,1.3060226440
113.9631628310,56.1301561293,-111.2695260487,1.4655755758
-176.1084975909,12.1215262646,-111.3528576886,1.3584898710
-64.2169496846,-0.0019794490,-111.4395464164,1.2934502363
-145.6464427838,-138.8007578279,-111.6839464828,1.5932741165
15.9846688962,-74.5729685537,-111.8240228829,1.5650640726
-82.3451244322,48.9648773132,-112.1331400663,1.4455295801
39.0686342297,-0.0115586732,-112.1545725780,1.2385642529
-70.6220639221,-91.3718233824,-112.1554349201,1.5757199526
-123.5906267921,-0.1883285177,-112.2931622687,1.3202307224
-31.1188986311,43.7417152966,-112.4976962890,1.4549897909
-50.0086408004,-83.7264483052,-112.5445718392,1.5742607117
172.8627152112,53.9701146883,-112.6395242159,1.4432864189
51.3002781979,-0.0007922818,-112.6957559110,1.3088158369
191.4517180415,52.7523215632,-112.7867909757,1.4397064447
-6.9167053911,-74.8222153634,-112.7894327953,1.5669366121
148.3133121210,54.7034702880,-112.8239605344,1.4535822868
89.3441842843,-101.6203191220,-112.9621758225,1.5681501627
-30.3006841204,-0.0130173956,-112.9632270113,1.2136952877
91.5885463660,-0.2458762226,-113.0270141851,1.3276538849
-44.3120208054,0.0000348535,-113.1071521358,1.2538185120
67.0989333447,-90.8919755633,-113.1345906941,1.5687695742
45.2146614014,-0.0004644937,-113.1514104951,1.2531071901
31.7758426480,-0.0238738115,-113.2108875415,1.2240092754
-42.5142065274,-0.0001449772,-113.5696535190,1.2401996851
-124.3821656724,56.8738714748,-113.8608481367,1.4446369410
22.9945582177,-0.0106820033,-113.9242976535,1.2084705830
-57.4702760774,-0.0004335067,-113.9646645432,1.2939506769
-42.7619281422,-0.0003970267,-114.2346822592,1.2676138878
31.8455937811,44.0011948110,-114.2525614135,1.4621415138
-14.7101834448,-0.0878691669,-114.2806151663,1.2019485235
48.6170550073,-84.0599468353,-114.4155209746,1.5685608387
-21.9570024752,44.0228747419,-114.4463899064,1.4581304789
-211.3425816189,-203.0586224128,-114.6420487420,1.6109875441
-36.8562558508,-0.0008087369,-114.6702918333,1.2268960476
-24.5844013374,-0.0418017048,-114.7749081389,1.2145843506
-45.1417612979,-0.0010246869,-115.2372551132,1.2812267542
-24.8392950193,-0.0327787837,-115.2789490109,1.2419552803
-37.0578314163,-0.0004173768,-115.2935117574,1.2680037022
-30.9703061162,0.0001575674,-115.4379902489,1.2547837496
13.3421596854,-0.0859652737,-115.5494797370,1.3153828382
104.7156595157,52.9253040188,-115.6059658147,1.4612605572
-37.1610190281,0.0002010304,-115.6143223965,1.2542997599
-23.9663003172,-0.0489368427,-115.6707467638,1.2557564974
-31.0545511950,-0.0001635588,-115.7511075168,1.2684811354
-95.6612708414,-105.4503249956,-115.8171125437,1.5763889551
215.2299682766,47.5775714097,-115.8708312077,1.4278318882
-133.8998641900,36.4627974319,-115.9031802764,1.3956654072
-23.7796039558,-0.0499360206,-115.9323291933,1.2283850908
-31.1434479278,-0.0014239225,-116.0826444312,1.2273908854
-37.3262931187,-0.0002405473,-116.1289281056,1.2405980825
181.8161152232,-170.9376457475,-116.1632354348,1.5916532278
-31.1952385551,-0.0002513606,-116.2768619539,1.2410860062
73.6059406544,-0.0379399832,-116.4423127475,1.3250380754
13.7091752296,-0.0001062197,-116.5578024423,1.2067927122
46.5778303533,0.0001015388,-116.5771475630,1.2938209772
142.8329277180,52.1971196197,-116.5877103716,1.4489904642
46.6416760942,-0.0027940714,-116.7314780493,1.2666754723
-25.3500335449,-0.0330285851,-116.8934761477,1.2693318129
146.8631591862,-141.8273378362,-116.9358476594,1.5850273371
215.1924501144,50.0432796293,-116.9481827723,1.4315178394
-190.8304988403,20.5517730783,-117.0097634579,1.3703805208
203.6846680175,38.4436019268,-117.5879942038,1.4167149067
-37.8108383713,-0.0009106109,-117.6391049188,1.2817074060
-6.3708883276,-0.0409473120,-117.6909366957,1.2032915354
47.0364007828,-0.0001255599,-117.7260190676,1.2802450657
47.0913490853,-0.0005035914,-117.8672090467,1.3073978424
2.8764524332,0.0000442386,-117.9986876160,1.2049670219
106.9938149132,-117.4901549034,-118.0604056468,1.5733289719
254.1606004732,-243.1543304563,-118.2033756309,1.6173454523
-79.8101135447,0.0093017496,-118.2506667747,1.3063607216
-118.6335619740,54.0980003539,-118.3013086929,1.4398553371
-62.5482971402,45.6498344166,-118.3356379753,1.4424138069
-119.0615949177,-0.1545760605,-118.3828608008,1.3192855120
-135.3396515742,37.8503414982,-118.4773954109,1.4099085331
-31.8126542836,-0.0004373040,-118.5751222211,1.2821811438
-73.0273355994,48.3497833341,-118.6747237054,1.4457305670
163.0516889077,49.8668583502,-118.9536227512,1.4414414167
-157.3505702412,-150.9797364369,-118.9814753578,1.5982540846
-130.6825879991,-133.1125826104,-119.1801314791,1.5885955095
63.9364808894,-0.0006402373,-119.4270688987,1.3234854937
179.2880899989,15.1316539033,-119.4668848291,1.3888658285
174.7073157480,7.9938242148,-119.8137399910,1.3759301901
-25.0913455739,-0.0509289165,-119.8887108549,1.2831234932
-88.1321799429,0.0137865828,-119.9332301617,1.3056771755
33.7045194034,-0.0240286102,-119.9891186946,1.2375881672
2.8582798428,-0.0078579371,-120.0089695153,1.3137505054
-293.3173722004,-306.3901231217,-120.1723073504,1.6351550817
140.6969095613,3.3883882806,-120.3004145506,1.3592349291
-45.0511469312,-0.0046856475,-120.4068523789,1.2950223684
163.6149329122,6.0620536932,-120.4087794657,1.3742772341
42.0073048164,-0.0125462175,-120.4267510543,1.2521378994
-113.7208718573,-121.2028853450,-120.4593980062,1.5817708969
25.8544717525,-0.0172614009,-120.7027128656,1.2222790718
-139.5199367213,32.1489452930,-120.7950077336,1.3893399239
23.9492403728,-0.0931087079,-120.9591001502,1.3171434402
56.8730840218,-0.0008179657,-121.0039074563,1.3225169182
182.3451715108,23.6013174912,-121.3097302970,1.4023126364
-95.6936255081,51.9873829272,-121.3681940160,1.4443135262
-15.6732522218,-0.0935042185,-121.3691540993,1.2292923927
-164.1350215178,6.2779569395,-121.4447575661,1.3477963209
206.2150101313,47.5685359405,-121.5392472669,1.4297333956
-106.8994579850,52.1429234446,-121.5466050114,1.4398421049
213.4457874115,-210.2967025394,-121.8493288246,1.6041511297
90.6522428277,52.2600271101,-121.8911200904,1.4618378878
42.8578777382,-0.0077154363,-122.2417164256,1.3064689636
-153.5801555127,57.9701582532,-122.2848885364,1.4319437742
-129.0616613181,32.8181897582,-122.3041619154,1.4008365870
2.6986336705,1.6072572071,-122.4317119736,1.3402060270
150.6156401328,46.5083070495,-122.4636928620,1.4378350973
13.4354899665,-81.5268842662,-122.6142491116,1.5702483654
27.0808410712,47.2829988114,-122.7998014698,1.4613648653
-4.8513762847,-82.3926580559,-122.9700226642,1.5714780092
26.1467062627,-0.0018277118,-123.2293078681,1.3038913012
43.1667024695,-0.0125752213,-123.2519201983,1.2928810120
-141.8666089979,2.3584693880,-123.3488355145,1.3339359760
130.4854244291,-135.6582103589,-123.9241387258,1.5802860260
34.9563976113,-0.0151894186,-123.9934725613,1.3055462837
-71.5314823158,0.0025668812,-124.1749959177,1.3070970774
-60.7576371824,-0.0033608563,-124.2295379000,1.3077214956
-39.9551000484,-0.0028922031,-124.3459235300,1.2954134941
158.0196036582,-154.6362993860,-124.5141318935,1.5905849934
-27.1833045863,-0.0350463671,-124.5374754901,1.2967036963
-6.0520427724,-0.0399046624,-124.5905961798,1.3123840094
-116.9252095455,-127.8581852115,-124.5966273899,1.5867269039
13.2208467779,1.3033696618,-124.9200738592,1.3404157162
-33.6234643400,0.0004592973,-125.3220899278,1.2958805561
50.0649940534,-0.0004486368,-125.3273887456,1.3209806681
-16.2443967388,-0.0965631411,-125.3860646462,1.2566432953
41.6275845419,-91.6047225651,-125.5831425313,1.5705816746
141.6700492941,61.8273975220,-125.7993179857,1.4623620510
3.5868707379,-83.9982083936,-125.8910284388,1.5710010529
-45.4628804961,-92.4191230748,-125.9185214316,1.5749611855
129.2509443497,2.1300729684,-126.0252431668,1.3574838638
188.6597118514,34.9607399182,-126.0844405670,1.4154318571
-106.7661809632,-0.2603388904,-126.1296915199,1.3192685843
-176.5808951404,29.8268431203,-126.1688563005,1.3835830688
44.1228715556,-0.0137650485,-126.3218847794,1.2657152414
-134.8131634013,38.7157006558,-126.3308530858,1.3859466314
-123.8300398384,36.2073582362,-126.6783452948,1.3955260515
114.1360500598,-127.9664323837,-126.6810743476,1.5788522959
44.3559318890,-0.0137782357,-126.8166929667,1.2792962790
-16.5924044285,-0.0878517554,-126.8564585720,1.3111528158
35.7981807118,-0.0248329814,-127.0595758218,1.2919465303
170.0094882889,12.8921765134,-127.2221246954,1.3853977919
-49.8437552196,-0.0160626421,-127.4261747981,1.3085525036
189.7648938426,44.0584571472,-127.4646426016,1.4250913858
-16.6210640844,-0.0976084254,-127.8498335862,1.2839905024
-164.5447304026,28.4753981417,-127.8806167063,1.3814991713
36.1693912792,-0.0029820552,-128.2630265837,1.3191267252
44.9945022181,-0.0003599320,-128.2880695565,1.3200601339
-6.4184697408,1.7900176340,-128.4365138468,1.3389805555
169.7549391617,41.2219783840,-128.4922064083,1.4233751297
-171.7198805170,15.1242700975,-129.0153313080,1.3610163927
36.2974126693,-0.0267317584,-129.1219506357,1.2511744499
164.4447590911,41.5584770756,-129.3191679853,1.4266527891
-150.4297225877,52.2753857679,-129.3541584783,1.4271529913
87.5475587715,-114.2078018151,-129.3574578660,1.5740466118
22.1680693345,49.9704405622,-129.5484338392,1.4631438255
141.3290771639,43.4306864080,-129.5847751272,1.4321886301
170.6686787391,14.6567568597,-129.6750079738,1.3863536119
78.6599957437,-0.0568858143,-129.7782240438,1.3383188248
74.8314797138,52.9013195950,-129.8667456177,1.4603501558
-61.5693805867,48.6078596477,-129.9040195596,1.4438681602
-27.4867353116,-0.0572113251,-129.9505876157,1.3103948832
-99.4157008442,-0.2526261637,-130.0783015723,1.3193839788
27.2369036620,-0.1730502791,-130.0840458944,1.3306233883
-130.0617947926,0.9266108281,-130.1614695339,1.3286975622
-138.5329490609,35.3780986236,-130.7045540116,1.4133127928
21.1763484413,46.7706474442,-130.9020035705,1.4551272392
26.3685352530,-0.0123558291,-130.9385753046,1.2356706858
26.2609656536,-0.0048139473,-131.1397000825,1.2900879383
-148.2982566721,33.9717625455,-131.2846424573,1.3813844919
-93.5630679517,-117.4535805121,-131.3967189561,1.5810849667
-90.5010849483,51.8527162196,-131.4054756603,1.4419425726
-6.9128522892,-0.0459632729,-131.5845276578,1.2306061983
181.6841277140,45.4648340492,-131.6916575561,1.4287317991
-139.3157938852,33.6254525269,-131.7251766825,1.3897705078
71.4210631667,-0.0011892496,-131.7878696653,1.3371585608
174.8319835021,34.1680887802,-131.9637656333,1.4137126207
-35.9329603226,-95.2909778006,-131.9656228789,1.5757312775
-152.0499856536,43.3203070141,-132.0746714380,1.4174467325
-143.9543019396,40.7641594287,-132.0858943218,1.4099924564
32.0090436023,-95.2399188947,-132.4773408238,1.5724239349
-181.1897501683,-183.8080729701,-132.5050214590,1.6049180031
37.4823103799,-0.0284353883,-133.1347772413,1.2783536911
-191.2338783824,23.7378924666,-133.2957571650,1.3742386103
-182.8160977798,15.4513145281,-133.3242375824,1.3607814312
-125.4598827538,-138.3850716073,-133.3563825043,1.5935654640
-68.2206481743,-107.2634614614,-133.3892895345,1.5770320892
136.1186081477,45.7122870825,-133.4234977418,1.4375168085
-137.0533457618,42.1430717602,-133.7097558111,1.4168881178
-74.0716204477,48.6890113637,-133.9844819352,1.4398289919
-43.0278897759,-0.0104456961,-134.0377951440,1.3091095686
61.0281876309,-0.0031969698,-134.1024068455,1.3358838558
-35.9989655313,-0.0004518068,-134.1857976892,1.3095827103
37.8081085294,-0.0274215313,-134.3938571257,1.2647603750
179.3875875330,22.0771797577,-134.5830974070,1.3971245289
163.7002516102,32.5372652255,-134.6731773139,1.4121055603
64.5855092326,-107.1161428994,-134.7651291699,1.5711696148
-180.0776906930,24.8385893913,-135.1872439230,1.3733696938
-21.7125602910,-96.6091940615,-135.2774550020,1.5759347677
22.4639149911,1.3221699100,-135.3842713801,1.3428270817
-89.1585673576,0.0609931862,-135.5246947551,1.3197946548
160.0277106148,13.4150880516,-135.5273864968,1.3841336966
